item_code,item_code_raw,item_name,category,section,severity_guide,check_content,check_purpose,security_threat,reference_note,target,criteria_safe,criteria_vuln,remediation,impact,detail,reference,page_start,page_end,guide_version
N-16,N-16,Timestamp 로그 설정,네트워크 장비,네트워크 장비 > 4. 로그 관리,하,네트워크 장비 설정 중 timestamp를 설정하여 로그 시간을 기록할 수 있게 하였는지 점검,"네트워크 장비 로그에 시간을 기록하게 설정하여 공격자의 악의적인 행위를 파악하기 위한 로그의
신뢰성을 확보하기 위함","네트워크 장비에 timestamp를 설정하지 않을 경우, 로그에 시간이 기록되지 않아 공격 및 침입시도에
관한 정보를 정확히 분석할 수 없고 로그 기록에 대한 신뢰성을 잃게 됨","※ timestamp: 네트워크 장비 로그 메시지에 관리자가 지정한 형식으로 시간 정보를 남기도록 하는
설정",Cisco 등,timestamp 로그 설정이 되어 있는 경우,timestamp 로그 설정이 되어 있지 않은 경우,로그에 시간 정보가 기록될 수 있도록 timestamp 로그 설정,일반적인 경우 영향 없음,,,430,430,2026
N-17,N-17,SNMP 서비스 확인,네트워크 장비,네트워크 장비 > 5. 기능 관리,상,네트워크 장비의 SNMP 서비스를 사용하지 않는 경우 비활성화 상태인지 점검,"불필요한 SNMP 서비스 차단하여 SNMP 서비스의 취약점(조작된 MIB 정보를 통한 네트워크 설정
변경, 전송데이터 평문 전송 등)을 이용한 공격을 차단하기 위함","불필요한 SNMP 서비스를 비활성화하지 않은 경우, 비인가자가 SNMP에 무단 접근하여 설정 파일
열람 및 수정이나 정보 수집 및 관리자 권한 획득, DoS 등 다양한 형태의 공격 위험이 존재함","※ SNMP(Simple Network Management Protocol): TCP/IP 기반 네트워크상의 각 호스트에서
정기적으로 여러 정보를 자동으로 수집하여 네트워크 관리를 하기 위한 프로토콜을 의미하며 v1,
v2, v3 세 가지 버전이 존재하는데 v2까지도 요청, 응답 패킷이 평문으로 전송되기 때문에
스니핑이 가능하지만, v3 이상부터는 HMAC-MD5 또는 HMAC-SHA 알고리즘 기반의 인증을
제공함
※ UDP(User Datagram Protocol): 인터넷상에서 서로 정보를 주고받을 때 정보를 보낸다는 신호나
받는다는 신호 절차를 거치지 않고, 보내는 쪽에서 일방적으로 데이터를 전달하는 통신 프로토콜
※ Community String: SNMP는 MIB라는 정보를 주고받기 위해 인증 과정에서 일종의 비밀번호인
'Community String'을 사용함
※ DoS(Denial of Service): 시스템을 악의적으로 공격해 해당 시스템의 자원을 부족하게 하여 원래
의도된 용도로 사용하지 못하게 하는 공격을 말하며 특정 서버에게 수많은 접속 시도를 만들어 다른
이용자가 정상적으로 서비스 이용을 하지 못하게 하거나, 서버의 TCP 연결을 바닥내는 등의 공격이
이 범위에 포함됨","Cisco, Alteon, Passport, Juniper, Piolink 등",사용하지 않는 SNMP 서비스를 비활성화한 경우,사용하지 않는 SNMP 서비스를 비활성화하지 않은 경우,장비별 제공하는 최신 취약점 정보를 파악 후 최신 패치 및 업그레이드를 수행,"SNMP 서비스를 사용하지 않는 경우 비활성화하고, SNMP 서비스를 사용하는 경우 이전 버전보다
보안 수준이 높은 SNMPv3 사용을 권고",,,431,432,2026
N-18,N-18,SNMP Community String 복잡성 설정,네트워크 장비,네트워크 장비 > 5. 기능 관리,상,"SNMP 서비스 사용 시 Community String을 기본 설정(public, private)으로 사용하고 있는지 점검","SNMP Community String을 공격자가 쉽게 유추하지 못하도록 설정하여 Community String
탈취에 대한 위험을 줄이기 위함","시스템에 기본적으로 설치되는 불필요한 취약 서비스들이 제거되지 않은 경우, 해당 서비스의
취약점으로 인한 공격이 가능하며, 네트워크 서비스의 경우 열린 포트를 통한 외부 침입의 위험이
존재함",※ OS 버전에 따라 ‘일반적으로 불필요한 서비스’ 목록에 나열된 서비스가 제공되지 않을 수 있음,"Cisco, Alteon, Passport, Juniper, Piolink 등","SNMP 서비스를 비활성화하거나 SNMP Community String을 복잡성 기준(영어 대·소문자, 숫자, 특수문자 중 3종류 이상을 조합하여 8자리 이상)에 맞게 설정한 경우","SNMP Community String을 기본 설정(public, private)으로 사용하고 있거나, 복잡성 기준에 맞지 않게 설정한 경우","public, private 외 복잡성 기준에 맞는 Community String을 설정
※ SNMP Community String 복잡성 기준 : 영어 대·소문자, 숫자, 특수문자 중 3종류 이상을
조합하여 8자리 이상으로 구성",일반적인 경우 영향 없음,,,433,434,2026
N-19,N-19,SNMP ACL 설정,네트워크 장비,네트워크 장비 > 5. 기능 관리,상,"SNMP 서비스 사용 시 네트워크 장비 ACL(Access List)을 설정하여 SNMP 접속 대상 호스트를
지정하여 접근이 가능한 IP를 제한하였는지 점검","SNMP ACL 설정을 함으로써 임의의 호스트에서 SNMP 접근을 차단하여 네트워크 정보의 노출을
제한하기 위함","비인가자의 SNMP 접근을 차단하지 않을 경우, 공격자가 Community String 추측 공격 후 MIB
정보를 수정하여 라우팅 정보를 변경하거나 터널링 설정을 하여 내부망에 침투할 수 있는 위험이 존재함",-,"Cisco, Alteon, Passport, Juniper, Piolink 등",SNMP 서비스를 비활성화하거나 SNMP 접근을 제한하는 ACL을 설정한 경우,SNMP 접근을 제한하는 ACL을 설정하지 않은 경우,SNMP 접근에 대한 ACL(Access List) 설정,일반적인 경우 영향 없음,,,435,437,2026
N-20,N-20,SNMP Community 권한 설정,네트워크 장비,네트워크 장비 > 5. 기능 관리,상,SNMP Community에 필요하지 않은 쓰기 권한을 허용하는지 점검,"불필요한 SNMP Community의 쓰기 권한을 제거함으로써 공격자의 SNMP를 통한 라우터 정보
수정을 막기 위함","SNMP Community 권한이 불필요하게 RW로 설정된 경우, 공격자가 Community String 추측
공격을 통해 Community String을 탈취했을 시 SNMP를 이용하여 네트워크 설정 정보를 변경하여
내부망에 침투할 위험이 존재함","※ SNMP Community String 권한에는 RO(Read Only)와 RW(Read Write) 모드가 있으며 RO
모드의 경우 네트워크 설정값에 대한 열람만 가능하고 RW 모드는 열람 및 수정을 할 수 있음","Cisco, Alteon, Passport, Juniper, Piolink 등",SNMP 커뮤니티 권한이 읽기 전용(RO)인 경우,SNMP 커뮤니티 권한이 불필요하게 읽기 쓰기(RW)인 경우,SNMP Community String 권한 설정 (RW 권한 삭제 권고),일반적인 경우 영향 없음,,,438,439,2026
N-21,N-21,TFTP 서비스 차단,네트워크 장비,네트워크 장비 > 5. 기능 관리,상,"네트워크 장비 서비스 중 불필요한 TFTP 서비스가 구동되어 있거나 TFTP 서비스 사용 시 ACL을
적용하여 허용된 시스템에서만 TFTP 서비스를 사용하도록 설정되어 있는지 점검","인증기능이 없는 TFTP 단점을 보완하기 위해 사용이 허용된 시스템만 TFTP 서비스를 사용하게 하여
TFTP를 이용한 비인가자의 내부 정보 유출을 막고 중요 정보(예: 장비 설정 파일) 등의 정보 유출을
막기 위함","TFTP 서비스는 인증 절차 없이 누구나 사용이 가능한 서비스로 공격자가 TFTP를 통해 악성코드가
삽입된 파일을 올려 사용자에게 배포할 수 있고, 네트워크 설정 파일이나 중요한 내부 정보를 유출할 수
있음","※ TFTP(Trivial File Transfer Protocol): 임의의 시스템이 원격 시스템으로부터 부팅(Booting)코드
를 다운로드하는데 사용하는 프로토콜로 UDP 기반으로 포트는 69번을 사용함. FTP와 같은 기능을
하지만 FTP보다 구현하기 쉽고 사용하기 편하지만, 인증 절차 없이 사용할 수 있어 보안에 취약하고
데이터 전송 과정에서 데이터가 손실될 수 있는 등 불안정한 단점이 있음",Cisco 등,TFTP 서비스를 차단한 경우,네트워크 장비의 TFTP 서비스를 차단하지 않은 경우,네트워크 장비의 불필요한 TFTP 서비스를 비활성화 설정,일반적인 경우 영향 없음,,,440,440,2026
N-22,N-22,Spoofing 방지 필터링 적용,네트워크 장비,네트워크 장비 > 5. 기능 관리,상,"사설 네트워크, 루프백 등 특수 용도로 배정하여 라우팅이 불가능한 IP주소를 스푸핑 방지
필터링(Anti-Spoofing Filtering)을 적용하여 차단하는지 점검","네트워크 경계에서 소스 IP주소가 명백히 위조된 트래픽을 차단하여 IP 스푸핑 기반 DoS 공격으로부터
인프라를 보호함",IP 스푸핑 기반 DoS 공격 트래픽이 네트워크 장비의 한계용량을 초과하는 경우 정상적인 서비스 불가,※ IP Spoofing: 호스트의 원본 주소가 아닌 다른 소스 주소로 IP 데이터그램을 조작,"Cisco, Juniper 등",경계 라우터 또는 보안 장비에 스푸핑 방지 필터링을 적용한 경우,경계 라우터 또는 보안 장비에 스푸핑 방지 필터링을 적용하지 않은 경우,경계 라우터 또는 보안 장비에서 스푸핑 방지 필터링 적용,"ACL 로그가 과도하게 발생할 경우, 네트워크 장비의 CPU 사용률 증가에 영향을 주므로 로그 설정을
비활성화",,,441,443,2026
N-23,N-23,DDoS 공격 방어 설정 또는 DDoS 장비 사용,네트워크 장비,네트워크 장비 > 5. 기능 관리,상,DDoS 공격 방어 설정을 적용하거나 DDoS 대응 장비를 사용하는지 점검,"네트워크 장비 또는 DDoS 대응 장비에 DDoS 공격 방어 설정을 적용하여 DDoS 공격 발생 시 피해를
최소화","DDoS 공격으로 인해 사용 가능한 네트워크 및 시스템 리소스 속도가 느려지거나 서버가 손상될 수
있음","※ DDoS(Distributed Denial of Service): 해커에 의해 감염된 다수의 좀비 PC로부터 다량의
트래픽이 특정 서버로 유입되어 시스템, 네트워크에 가용성을 저해시켜 서비스를 방해하는 공격","Cisco, Juniper 등",경계 라우터에서 DDoS 공격 방어 설정을 하거나 DDoS 대응 장비를 사용하는 경우,경계 라우터에서 DDoS 공격 방어 설정을 하지 않거나 DDoS 대응 장비를 사용하지 않는 경우,DDoS 공격 방어 설정 점검,필터링 적용 시 사용하는 ACL은 라우터 성능에 많은 영향을 미침,,,444,445,2026
N-24,N-24,사용하지 않는 인터페이스 비활성화,네트워크 장비,네트워크 장비 > 5. 기능 관리,상,사용하지 않는 인터페이스가 비활성화 상태인지 점검,"필요한 인터페이스만 활성화하여 비인가자가 사용하지 않는 인터페이스를 통하여 네트워크에 접근하는
것을 차단하기 위함","사용하지 않는 포트에 연결된 인터페이스를 Shutdown 하지 않을 경우, 물리적인 내부 접근을 통해
비인가자의 불법적인 네트워크 접근이 가능하게 되며 이로 인하여 네트워크 정보 유출 및 네트워크
손상이 발생할 수 있음",-,"Cisco, Alteon, Juniper, Piolink 등",사용하지 않는 인터페이스가 비활성화된 경우,사용하지 않는 인터페이스가 비활성화되지 않은 경우,네트워크 장비에서 사용하지 않는 모든 인터페이스 비활성화 설정,사용 중인 포트를 비활성화하지 않도록 주의가 필요,,,446,447,2026
N-25,N-25,TCP Keepalive 서비스 설정,네트워크 장비,네트워크 장비 > 5. 기능 관리,중,TCP Keepalive 서비스를 사용하는지 점검,"네트워크 장비의 Telnet 등 TCP 연결이 원격 호스트 측에 예상치 못한 장애로 비정상 종료된 경우
네트워크 장비가 해당 연결을 지속하지 않고 해제하도록 TCP Keepalive 서비스를 설정",유휴 TCP 세션은 무단 접근 및 하이재킹 공격에 취약,"※ TCP Keepalive: TCP 연결이 유효한지 확인하기 위해 유휴 연결에 주기적으로 응답을 요구하는 패
킷을 전송하고 원격 호스트가 일정 시간 동안 응답이 없으면 연결을 끊음",Cisco 등,TCP Keepalive 서비스를 설정한 경우,TCP Keepalive 서비스를 설정하지 않은 경우,네트워크 장비에서 TCP Keepalive 서비스를 사용하도록 설정,일반적인 경우 영향 없음,,,448,448,2026
N-26,N-26,Finger 서비스 차단,네트워크 장비,네트워크 장비 > 5. 기능 관리,중,네트워크 장비 서비스 중 Finger 서비스를 비활성화하고 있는지 점검,"Finger(사용자 정보 확인 서비스)를 통해 네트워크 외부에서 해당 시스템에 등록된 사용자 정보를
확인할 수 있어 비인가자에게 사용자 정보가 조회되는 것을 차단하고자 함","Ÿ Finger 서비스로 사용하여 네트워크 장비에 로그인한 계정 ID, 접속 IP 등 중요 정보 노출의 위험이
존재함
Ÿ Finger 서비스가 활성화되어 있는 경우, 장비의 접속 상태가 노출될 수 있고 VTY(Virtual Type
terminal)의 사용 현황을 원격에서 파악하여 무단 접근을 시도할 위험이 존재함","※ Finger(사용자 정보 확인 서비스): finger 서비스는 접속된 시스템에 등록된 사용자뿐만 아니라
네트워크를 통하여 연결된 다른 시스템에 등록된 사용자들에 대한 자세한 정보를 보여줌","Cisco, Juniper 등",Finger 서비스를 차단하는 경우,Finger 서비스를 차단하지 않는 경우,장비별 Finger 서비스 제한 설정,일반적인 경우 영향 없음,,,449,450,2026
